,business_id,business_review_count,review_id,reviewer_average_stars,reviewer_review_count,reviewer_useful,text
2635,MuIXnv7Oq7X3-4aEsp9dDA,347,XI7cL6UlNRdxZtQH7BCpCA,3.56,654,586,"Stark white, steel bar, dark wood beams....modern and chic. The chopped salad is wonderful...i've never seen anything like it.  It was rows of different ingredients and tossed together in front of me.  Apparently, it has been imitated by a lot of other places, which I saw later in my trip.  This version was the best though...smoked salmon, sunflower seeds, large couscous, sweet corn, arugula, tomato, and the creamy basil dressing is better than everyone else's...i'm guessing the ingredients may vary depending on what is fresh and available.  The bar staff was friendly and made me feel comfortable dining by myself.  The drinks are phenomenal...I got the Citi-zen, which came with rock candy that I can stir until my desired sweetness is infused in my pear ginger martini.  I had a great weekend visiting wonderful places while in Arizona, and this is one of them!"
,,,,,,,
2636,JhupPnWfNlMJivnWB5druA,299,vQFKXr1VZUfmej4UBU3OrQ,4.07,15,7,Great great food.  Best meal I had all week in Scottsdale.
,,,,,,,
2637,VRxelK__tuQD0KBxx2LzeQ,68,MZZdewXdPGIu9MQAXRvLWw,4,21,12,The felt that the food at Organ Stop was just So-So! Nothing special! The Music there is great! You defiantly go to Organ Stop for the Organ! Not the Pizza!
,,,,,,,
2638,hfl62LX14YqNpG0g0Tj6_Q,258,V0gkEPBrngn76QV1lXx3Ag,4.75,8,29,"This place is a gem. It's a bit tucked away. It kinda felt like I was going on a bit of adventure. The restaurant was very small and oh so cozy. Just they way I likem. We had the Rock Shrimp breaded in coconut accompanied by a Thai Chili Dipping Sauce it was delicious. My main course was the Chicken breast stuffed with goat cheese, apricot, basil, spinach, shrimp and crimini mushrooms finished in a balsamic reduction glaze it was yummy. Service was on Point. I would so go again."
,,,,,,,
2639,V1nEpIRmEa1768oj_tuxeQ,594,3jS8EBYtnOc_nOYXTWkvzw,4.08,36,73,"I would suggest that anyone who lives here and has not been come, and if you're in town and looking for a great local non-chain restaurant that has quality food prepared the way it should, then try Cibo!  

I took my man here for ""mystery date night"" as a surprise since he had never been.  No wait at 8:45 on a Friday night (yes! take that Pizzeria B) and the atmosphere of this house is super intimate and cool.  I love the atmosphere of the patio also, lit with those great off-white lights, and fire pits.  We shared the burrata which was gynormus, easily enough for 4 people or a hungry us.  The wine was tasty and reasonable.  I was drinking a pinot grigio, and my guy had the house chianti which I never usually order anywhere since it almost always reminds of grandmas table wine - until I tried Cibo's house version.  It was very good, definitely not from grandmas!   Now for the pizza - it is just perfection.  It has that amazing combination of char on the crust, crispy on the outside, chewy on the inside with the right balance of sauce and toppings.  It almost melts in your mouth, it's not heavy at all.  It's nice to go out for a pizza dinner with and app and dessert and not feel like you have to roll yourself out of the joint!  So we finished our romantic mystery date night with a crepe filled with nutella, ricotta, AND a scoop of ice cream on top.  I don't typically die over dessert, it's my boyfriends thing.  I'm an app girl - but this, it wasn't too sweet, it was so gooey and delicious and the ice cream added just the right amount of sweetness.  I would never eat here without dessert again!  

I have been for lunch and they can get you in and out in a little less than an hour, but they don't fire up the pizza oven till supper which is why I prefer that here.  You will feel at home at this spot in a group or on a date - hell, maybe even a mystery one :)"
,,,,,,,
2640,#NAME?,139,_cmlPi0Q2IXmel_7SuEbJw,4,10,11,"This place might have one of the best beer selections at a reasonable price in all of Tempe. Possibly in the East Valley. Their food is great too, service is decent, and the daily specials they offer are just plain awesome!"
,,,,,,,
2641,5weJ3DRKwvQ9claomkYq9w,12,#NAME?,3.7,132,183,"K.. I don't get it.  I go there every now and then.  I have only had the pizza.  It is a step up from supermarket frozen pie.  I like it because I like frozen pizzas... but I think the ratings given are a bit misleading.  

It is ""cost effective"" and if I think this place might be amazing for stoners..  But if you are looking for high quality pizza this is not it.  I would however get it over the chain stuff."
,,,,,,,
2642,0nGjXTpUtpIJl10PL0eBGg,54,5RGS1U1Q07nm0GRON3W7Gg,4.12,25,14,"So far my restaurant experience in Phoenix has been subpar when it comes to service and this one took the cake. Everytime the server came to our table it was just to do one thing and we would be left in the lurch with our mouths silenced in the middle of asking for something. Finally the food came and it was actually quite delicious, I ordered the turkey eggs benedict with potatoes and fresh fruit. However once again the food was dropped off with no silverware, no condiments and no refills on the coffee. I truly hope the restaurant re-trains the staff or hires a whole new batch, because I am afraid food alone can not keep a business afloat."
,,,,,,,
2643,pzPbg_B2uSVJ72LIa2G3sA,109,fgSYR0bdfR6Z1Hm0PkYorw,3.52,25,42,"I went to Genghis Grill one evening while the Beijing Olympics were being aired. My experience eating here was probably a lot like Shawn Johnson's experience at the games -- not quite the showing I expected, but GG still managed to eek out a medal or two.

My favorite Mongolian places include soup and salad bars in addition to the ingredients to be grilled; Genghis Grill does not. I missed being able to snack on a salad while waiting on my first bowl. 

The ingredients were all fine; most seemed fresh, but I had to avoid a couple of the less popular offereings (for the life of me, I don't understand why bok choy hasn't captured the hearts of the American public). The sauces were generally tasty...think Trader Joe's bottled dressings and you'll get the idea. 

The highlight of the night was when I realized the shredded cheese that given to me by request came free and clear. Of course, this made me wish I would have asked for sour cream, too. 

You won't see a picture of my experience at the Genghis Grill on a Wheaties box any time soon, but the meal was pleasant enough for a solid three stars."
,,,,,,,
2644,s1dex3Z3QoqiK7V-zXUgAw,246,DHoMwRFxU7ff2cvwDBcRrA,3.59,93,174,"I've been visiting, and thinking, and visiting again, and thinking, and finally, after a long deliberation, I am ready to issue a verdict. 

Ruling: It's OK and a worthy stop in Scottsdale for a pre-dinner beverage. 

Sure, I could front load my review with spicy adjectives, overinflated superlatives, some forced humor, and throw on an added star and hope for a ROTD (come on, don't pretend that you don't know the formula), but I am not selling my stars for a day on the big screen. 

If it's been said once, twice, and even thrice, need I repeat it? Yes, because it is true -- this is not Postino, and for that matter, this is not Kaz. It is a good, local spot to grab a glass of wine, maybe even with your mom, who may not be hip enough to chill at Postino on Central (which really requires little hipness, I mean they let me in), or your dad, who may not be able to read in the dark at Kaz, or maybe for that friend from Gilbert, who you know, wants to walk the wide straight path of predictability. 

Predictability isn't bad...in this case, that means a good wine selection (could rotate more), full bar, usually one good draft or two out of 5, decent cocktails, and decent food. The food is not really what you come for. The bruschetta is sub par, but the salads are above par. And, I have to add, hummus with no flat bread or pita?? No. No pita for you! 

Service runs from friendly (read, management) to disillusioned and inattentive. The latter tends to happen if you sit outside. The last time I was in, I think grapes were crushed, olives were pressed, and chickpeas were ground...at least they could have been. 

Often they have live music too, which runs from the somewhat awkward jazz guy who keeps talking to you to the Motown wedding singer -- which on at least one occasion brought out near Elaine Benes-style dancing -- now that was worth the visit and waiting for the grape crushing."
,,,,,,,
2645,ADJIoHN3uLx-JalYl3r3Dw,48,kZsO87tYXkjCGZlrmwN-jw,3.87,151,263,"Talk about options!  It's almost unfair to have so many items on a menu.   Especially when the food is so good.  I have gone to the Cheesecake Factory several times and have not been able to even put a dent in the menu.

So, I wasn't too hungry this time, so I decided to order from the small plates menu.  We started with the corn fritters.  Then I ordered the shrimp and grits and my husband ordered the hibachi steak.  

The only reason I didn't give them five stars is because we didn't get our appetizer until the our food was ready.  And by that time, we had already stuffed our faces with bread and butter (which is delicious)!  The server apologized for delay in bringing our app and the manager came by and didn't charge us for the corn fritters.  That was much appreciated!  We only had one of the fritters since our other dishes were in front of us and we didn't want those to get cold.  

I really like the shrimp and grits.  I think the dish came with a little too much sauce...but that's just me....I just really liked the taste of the cheddar grits.  My husbands steak was really really good!  The hibachi steak is what I normally ordered. 

I will go back again!"
